Parliament aims to enhance data protection in the transfer of Passenger Name Record (PNR) data to institutions in third countries.,Le Parlement souhaite améliorer la protection des données lors du transfert des données des passagers aériens (PNR) à des institutions situées dans des pays tiers.
"It is very important for the use of personal data to be effective, for the use of information to be sufficiently flexible, and for it also to allow people's privacy to be protected.","Il est absolument essentiel que l'utilisation des données personnelles soit efficace, que l'utilisation de l'information soit suffisamment flexible et qu'elle permette également la protection de la vie privée des personnes."
"Parliament calls for the preparation of a standard passenger data model and for guarantees that data will be transferred and processed for the purpose of preventing, investigating, detecting or prosecuting criminal offences, including terrorism.","Le Parlement appelle à la préparation d'un modèle normalisé de données sur les passagers et veut avoir la garantie que les données seront transférées et traitées aux fins de prévenir les infractions pénales, dont les actes terroristes, d'enquêter en la matière, de les détecter ou de les poursuivre."
"It is very important for PNR data not to be used for data mining or profiling and for data review not to simply be entrusted to an electronic system, but for decisions to be taken by people.",Il est très important que les données PNR ne soient en aucun cas utilisées à des fins d'exploration de données ou de profilage et que les données ne soient pas confiées tout simplement à un système électronique mais fassent l'objet de décisions prises par des personnes.
"With this in mind, it is very important to cooperate and exchange information with competent, independent institutions in order to ensure they make effective and independent decisions on the transfer of personal data.","Tout en gardant cela à l'esprit, il est très important de coopérer et d'échanger des informations avec des institutions compétentes, indépendantes, afin de s'assurer qu'elles prennent des décisions efficaces et indépendantes concernant le transfert des données à caractère personnel."
"For the purpose of combating terrorism, every citizen is a potential terrorist and, as a result, their personal data are recorded, in breach of basic human rights and institutional guarantees to ensure they are respected.","Pour lutter contre le terrorisme, on considère chaque citoyen comme un terroriste en puissance et, par conséquent, ses données à caractère personnel sont enregistrées, en violation des droits de l'homme élémentaires et des garanties institutionnelles qui permettent de garantir leur respect."
"Unfortunately, the amendments proposed by the Confederal Group of the European United Left - Nordic Green Left that would have improved things somewhat were rejected.","Malheureusement, les amendements proposés par le groupe confédéral de la Gauche unitaire européenne/Gauche verte nordique qui auraient quelque peu amélioré les choses ont été rejetés."
That is why I voted against the motion.,C'est pourquoi j'ai voté contre cette proposition.
Freedom is one of the cardinal principles on which this House is based.,La liberté est l'un des principes cardinaux sur lesquels cette Assemblée s'oriente.
"This value is the foundation on which the European institutions are built, the power source that enables the market to drive a varied and complex economy, and the air that our citizens breathe as they travel to study or work in cities that once were places that they needed a passport and even a visa to reach.","Cette valeur est le fondement même des institutions européennes, la source d'énergie qui permet au marché de générer une économie diversifiée et complexe, et l'air que respirent nos concitoyens lorsqu'ils circulent pour étudier ou pour travailler dans des villes où l'on ne pouvait se rendre jadis que muni d'un passeport, voire d'un visa."
"There is no question, therefore, as to its importance.",Son importance ne fait donc aucun doute.
"The issue highlighted by this document is, rather, its relationship to security.",La question mise en lumière par ce document porte plutôt sur sa relation avec la sécurité.
There is no easy solution to this problem.,Il n'y a pas de solution facile à ce problème.
"The information must, in fact, be collected and analysed in the right places, but we have to remain watchful to prevent abuse.","L'information doit en fait être collectée et analysée au bon endroit, ce qui ne doit pas nous empêcher de rester attentifs à prévenir les abus."
The checks on this procedure must be continual and constant and must prevent any leakage of data.,Les contrôles de cette procédure doivent être permanents et constants et doivent empêcher toute fuite des données.
"We cannot allow people to see this as wanting to cast freedom aside, just as we cannot allow pressure for freedom to endanger the security of the people of Europe.","Nous ne pouvons pas permettre que des personnes y voient une volonté de mettre la liberté de côté, tout comme nous ne pouvons permettre que la pression qui s'exerce en faveur de la liberté mette en danger la sécurité des Européens."
"In my view, the document puts forward an excellent compromise to balance these two opposing principles.",J'estime que le document relève d'un excellent compromis qui équilibre ces deux principes opposés.
"I welcome the adoption of the European Parliament resolution on the global approach to transfers of Passenger Name Record (PNR) data to third countries, and on the recommendations from the Commission to the Council to authorise the opening of negotiations between the European Union and Australia, Canada and the United States, which I voted for.","Je me réjouis de l'adoption de la résolution du Parlement européen sur la démarche globale en matière de transfert des données des dossiers passagers (PNR) aux pays tiers, et sur les recommandations de la Commission au Conseil visant à autoriser l'ouverture de négociations entre l'Union européenne, d'une part, et l'Australie, le Canada et les États-Unis d'autre part, à laquelle j'ai apporté mon suffrage."
This is an approach which strikes the right balance between European Union Member States' security requirements and strict respect for citizens' rights and freedoms.,Cette démarche trouve le juste équilibre entre les exigences de sécurité des États membres de l'Union européenne et le strict respect des droits et des libertés des citoyens.
The passenger name record is an extremely sensitive database which therefore needs to be protected to prevent any kind of damage being caused to those whose names feature in it.,Les dossiers passagers constituent une banque de données extrêmement sensible qui doit donc être protégée afin de prévenir tout préjudice à l'encontre des personnes dont le nom y figure.
"I feel it is important for us to ensure, as part of the agreement negotiations with the US, Australia and Canada, that the data cannot be used to create profiles by extracting certain data from the record.","Je pense qu'il est important, dans le cadre des négociations en vue d'un accord avec les États-Unis, l'Australie et le Canada, que nous veillions à ce qu'il ne soit pas possible d'utiliser les données pour créer des profils en recourant à l'extraction de certaines données du dossier."
"I agree that there is a difference between evaluating security risks and creating profiles which may prove to be false, based on misinterpretation of the data.",Je conviens qu'il existe une différence entre l'évaluation des risques planant sur sécurité et la création de profils qui peuvent s'avérer faux à la suite d'une mauvaise interprétation des données.
I hope that the agreements which the Commission is going to negotiate with the relevant countries will meet the resolution's requirements.,J'espère que les accords que la Commission négociera avec les pays en question répondront aux exigences de la résolution.
"In the current digital era, data protection, the right of informational self-determination, personal rights and the right to privacy have become values which play a vital role and must be protected with special care.","Dans cette ère du numérique, la protection des données, le droit au libre choix en matière d'information, les droits de la personne et le droit à la vie privée sont devenus des valeurs qui jouent un rôle croissant et qui doivent donc faire l'objet d'une protection particulière."
"Given this fact, I believe that the EU must respect and promote a key principle in data protection policies, and that any agreement or policy measure must also stand the legal proportionality test, demonstrating that it aims to achieve treaty objectives.","Eu égard à ce fait, je crois que l'Union européenne doit à la fois respecter et promouvoir un principe central dans les politiques de protection des données et que tout accord ou mesure politique doit également satisfaire au principe de proportionnalité juridique, en démontrant qu'elle vise à atteindre les objectifs du traité."
I voted broadly in favour of what this motion for a resolution proposes.,J'ai voté en faveur de ce qui est proposé dans cette proposition de résolution.
"In the name of combating and preventing the global threat of terrorism and other forms of transnational crime, I welcome this initiative and the spirit of cooperation and commitment between the EU, the United States, Australia and Canada.","Au nom de la lutte contre la menace mondiale du terrorisme et des autres formes de criminalité transnationale et de leur prévention, je me réjouis de cette initiative et de l'esprit de coopération et de l'engagement entre l'Union européenne, les États-Unis, l'Australie et le Canada."
"Nevertheless, I consider proportionality to constitute a fundamental principle of data protection policy.",Je considère en revanche que la proportionnalité constitue un principe fondamental en matière de protection des données.
"Therefore, the agreements' objective of ensuring that the transfer of data is in line with European data protection standards must be studiously respected and defended.","C'est la raison pour laquelle il convient de respecter et de défendre scrupuleusement l'objectif de l'accord, c'est-à-dire de garantir que le transfert des données est conforme aux normes européennes en matière de protection des données."
"I would also stress the importance of opening negotiations on a personal data transfer and protection agreement with the US, in the context of expanded political and legal cooperation.","Je souhaite également attirer l'attention sur l'importance d'ouvrir des négociations sur un accord relatif au transfert et à la protection des données à caractère personnel avec les États-Unis, dans le contexte d'une coopération politique et juridique élargie."
"However, I would reiterate that necessity and proportionality are fundamental and basic principles in ensuring the effective combating of terrorism.",Qu'il me soit néanmoins permis de répéter que la nécessité et la proportionnalité sont des principes à considérer comme fondamentaux et élémentaires pour que la lutte contre le terrorisme soit efficace.
The transfer of Passenger Name Record (PNR) data is an important element in the fight against terrorism and transnational crime.,par écrit. - La transmission des données des dossiers des passagers (PNR) constitue un élément important dans la lutte contre le terrorisme et la criminalité transnationale.
"However, the number of countries requesting transfers of PNR data by airlines is steadily increasing, and so close monitoring is required to ensure that European citizens' personal information is not used for purposes other than those for which it was collected and that its transfer is in line with European data protection standards.","Cependant, le nombre de pays demandant aux compagnies aériennes une transmission des données PNR s'accroît constamment, et il convient donc de contrôler étroitement au regard des règles européennes sur la protection des données que les informations personnelles des citoyens européens ne soient pas détournées à d'autres fins."
"I therefore fully support the resolution adopted today by the European Parliament, which is aimed at providing a strict framework for the transfer of passenger data to third countries.","Je soutiens donc pleinement la résolution adoptée aujourd'hui par le Parlement européen, visant à donner un cadre strict sur la transmission des données des passagers à des pays tiers."
"Those countries will have to offer guarantees as to the use, storage and collection of such data, which should prevent their abuse and ensure that our citizens' rights are respected.","Ces pays devront présenter des garanties quant à l'utilisation, au stockage et à la collecte de ces données, ce qui devrait permettre d'éviter des abus et de respecter les droits de nos citoyens."
"In order to ensure the continued security of international transport, especially in the face of the risk posed by terrorism, it is vital for countries to be able to exchange information on passengers - PNR data, collected by airlines.","par écrit. - Pour préserver la sécurité des transports internationaux, en particulier face au risque de terrorisme, il est essentiel que les États puissent échanger des informations relatives aux voyageurs - les données PNR, collectées par les transporteurs aériens."
"However, it is just as vital to ensure that these provisions do not jeopardise citizens' fundamental freedoms or result in some people being discriminated against because of their origin or religion.",Mais il est tout aussi crucial que ces dispositions ne mettent pas en cause les libertés fondamentales des citoyens et ne débouchent pas sur des discriminations vis à vis de certains sur la base de leur origine ou leur religion.
